/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000005_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000005.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000006_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000006.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000007_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000007.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000008_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000008.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000009_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000009.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000010_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000010.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000011_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000011.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000012_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000012.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000013_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000013.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000014_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000014.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000015_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000015.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000016_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000016.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000017_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000017.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000018_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000018.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000019_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000019.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000020_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000020.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000021_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000021.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000022_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000022.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000023_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000023.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000024_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000024.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000025_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000025.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000026_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000026.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000027_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000027.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000028_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000028.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000029_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000029.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000030_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000030.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000031_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000031.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000032_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000032.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000033_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000033.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000034_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000034.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000035_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000035.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000036_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000036.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000037_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000037.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000038_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000038.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000039_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000039.png
/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000040_colors.png,/home/data/eigen_train_data_gt/2011_09_26_drive_0001_sync_0000000040.png
